orden_corrida,image_id,file_name,block,algorithm,resolution,pck,kp_vis,kp_det,tiempo_ms
1,52413,000000052413.jpg,indoor,blazepose,high,0.0,4,0,13.8
2,323496,000000323496.jpg,outdoor,blazepose,medium,100.0,14,17,69.2
3,125257,000000125257.jpg,outdoor,blazepose,high,100.0,16,17,64.0
4,467176,000000467176.jpg,indoor,movenet,medium,0.0,10,10,230.0
5,422836,000000422836.jpg,indoor,blazepose,high,0.0,8,0,12.2
6,391375,000000391375.jpg,outdoor,movenet,medium,100.0,17,17,19.1
7,215114,000000215114.jpg,indoor,movenet,medium,100.0,6,12,18.4
8,35062,000000035062.jpg,indoor,blazepose,low,0.0,3,0,12.3
9,243867,000000243867.jpg,outdoor,movenet,high,0.0,4,0,21.3
10,377723,000000377723.jpg,outdoor,blazepose,high,0.0,16,0,12.3
11,438862,000000438862.jpg,outdoor,blazepose,high,100.0,15,17,65.6
12,17899,000000017899.jpg,indoor,movenet,high,100.0,9,11,22.6
13,345356,000000345356.jpg,indoor,movenet,low,100.0,9,11,15.1
14,384808,000000384808.jpg,indoor,blazepose,low,100.0,11,17,65.4
15,568584,000000568584.jpg,indoor,blazepose,low,0.0,12,0,12.2
16,565877,000000565877.jpg,indoor,movenet,low,91.67,12,12,20.7
17,128675,000000128675.jpg,outdoor,blazepose,medium,0.0,14,0,64.3
18,500257,000000500257.jpg,indoor,blazepose,low,0.0,13,17,63.6
19,464824,000000464824.jpg,outdoor,movenet,medium,85.71,7,12,22.8
20,56350,000000056350.jpg,indoor,movenet,medium,20.0,15,6,18.4
21,230819,000000230819.jpg,outdoor,blazepose,high,100.0,16,17,64.3
22,210394,000000210394.jpg,outdoor,movenet,high,0.0,14,17,16.8
23,559543,000000559543.jpg,indoor,blazepose,low,100.0,11,17,64.1
24,327306,000000327306.jpg,outdoor,blazepose,high,0.0,4,0,12.5
25,187243,000000187243.jpg,indoor,blazepose,medium,0.0,14,0,12.4
26,99182,000000099182.jpg,indoor,movenet,high,100.0,6,9,15.1
27,122962,000000122962.jpg,indoor,movenet,low,0.0,16,9,17.3
28,226147,000000226147.jpg,indoor,movenet,medium,100.0,11,15,14.6
29,5060,000000005060.jpg,indoor,blazepose,medium,100.0,17,17,64.2
30,166478,000000166478.jpg,indoor,blazepose,high,100.0,13,17,64.5
31,536038,000000536038.jpg,indoor,blazepose,high,100.0,7,17,64.8
32,32038,000000032038.jpg,indoor,movenet,high,0.0,2,4,15.1
33,37670,000000037670.jpg,indoor,blazepose,low,100.0,1,17,63.9
34,501368,000000501368.jpg,indoor,movenet,medium,50.0,4,3,16.3
35,224724,000000224724.jpg,outdoor,movenet,medium,100.0,16,17,15.5
36,498747,000000498747.jpg,indoor,blazepose,low,100.0,9,17,64.3
37,186042,000000186042.jpg,outdoor,blazepose,low,100.0,14,17,65.5
38,160556,000000160556.jpg,indoor,blazepose,low,100.0,8,17,63.9
39,296231,000000296231.jpg,indoor,blazepose,high,0.0,5,0,12.3
40,245320,000000245320.jpg,outdoor,blazepose,high,0.0,14,0,12.1
41,131556,000000131556.jpg,outdoor,movenet,high,100.0,15,17,19.4
42,458255,000000458255.jpg,indoor,blazepose,low,0.0,7,0,12.1
43,99114,000000099114.jpg,outdoor,movenet,high,100.0,15,17,16.7
44,211825,000000211825.jpg,indoor,blazepose,medium,100.0,10,17,64.3
45,299553,000000299553.jpg,outdoor,movenet,high,90.0,10,13,16.9
46,350679,000000350679.jpg,indoor,blazepose,low,35.71,14,17,65.6
47,4765,000000004765.jpg,outdoor,movenet,medium,100.0,15,17,15.6
48,385029,000000385029.jpg,indoor,blazepose,medium,0.0,1,0,12.4
49,570834,000000570834.jpg,outdoor,blazepose,high,0.0,12,0,12.4
50,424349,000000424349.jpg,indoor,blazepose,high,0.0,8,0,12.3
51,341469,000000341469.jpg,outdoor,movenet,medium,100.0,17,17,14.1
52,343937,000000343937.jpg,outdoor,movenet,low,100.0,14,16,14.3
53,260470,000000260470.jpg,outdoor,movenet,high,77.78,9,10,17.2
54,320642,000000320642.jpg,indoor,movenet,medium,92.31,13,14,14.0
55,81738,000000081738.jpg,indoor,movenet,low,0.0,1,0,14.9
56,14226,000000014226.jpg,indoor,movenet,medium,100.0,9,13,14.9
57,344029,000000344029.jpg,outdoor,blazepose,medium,0.0,7,17,63.9
58,2006,000000002006.jpg,outdoor,blazepose,medium,0.0,12,0,12.4
59,84270,000000084270.jpg,indoor,movenet,medium,76.92,13,11,14.8
60,9769,000000009769.jpg,outdoor,movenet,high,100.0,6,13,20.5
61,116439,000000116439.jpg,outdoor,blazepose,medium,100.0,10,17,63.8
62,261982,000000261982.jpg,outdoor,movenet,high,100.0,4,4,14.5
63,573258,000000573258.jpg,outdoor,movenet,high,100.0,14,17,14.9
64,373705,000000373705.jpg,outdoor,blazepose,medium,0.0,10,17,65.9
65,190753,000000190753.jpg,outdoor,blazepose,low,100.0,11,17,64.2
66,206579,000000206579.jpg,indoor,movenet,low,60.0,10,7,14.3
67,472623,000000472623.jpg,outdoor,movenet,low,78.57,14,13,14.5
68,209753,000000209753.jpg,indoor,movenet,high,91.67,12,12,15.6
69,482436,000000482436.jpg,indoor,blazepose,high,0.0,8,17,64.8
70,315492,000000315492.jpg,indoor,blazepose,high,0.0,4,0,12.5
71,245026,000000245026.jpg,indoor,blazepose,low,100.0,9,17,64.7
72,511760,000000511760.jpg,outdoor,movenet,high,90.91,11,16,15.4
73,72281,000000072281.jpg,outdoor,blazepose,high,100.0,17,17,65.2
74,506707,000000506707.jpg,outdoor,blazepose,low,100.0,16,17,64.6
75,547854,000000547854.jpg,indoor,movenet,high,100.0,9,14,15.2
76,271116,000000271116.jpg,indoor,blazepose,low,0.0,12,17,64.2
77,435206,000000435206.jpg,outdoor,blazepose,medium,0.0,11,0,12.3
78,358923,000000358923.jpg,indoor,blazepose,low,100.0,10,17,64.0
79,261318,000000261318.jpg,indoor,movenet,medium,92.31,13,15,15.8
80,570756,000000570756.jpg,outdoor,blazepose,low,0.0,13,0,12.5
81,426376,000000426376.jpg,outdoor,blazepose,high,0.0,15,0,13.1
82,448365,000000448365.jpg,outdoor,movenet,medium,93.75,16,16,15.5
83,369503,000000369503.jpg,indoor,blazepose,medium,0.0,5,0,63.8
84,567886,000000567886.jpg,indoor,movenet,high,0.0,4,1,14.6
85,341828,000000341828.jpg,indoor,movenet,medium,85.71,7,9,15.0
86,499622,000000499622.jpg,outdoor,blazepose,medium,100.0,11,17,64.1
87,414034,000000414034.jpg,indoor,movenet,medium,90.0,10,11,15.7
88,524850,000000524850.jpg,outdoor,blazepose,low,0.0,11,0,12.4
89,426836,000000426836.jpg,outdoor,movenet,low,100.0,12,17,14.9
90,23359,000000023359.jpg,outdoor,blazepose,low,100.0,17,17,63.9
91,229216,000000229216.jpg,indoor,blazepose,medium,90.91,11,17,64.7
92,163746,000000163746.jpg,outdoor,blazepose,low,0.0,16,17,63.8
93,89078,000000089078.jpg,outdoor,movenet,low,100.0,16,17,15.9
94,100723,000000100723.jpg,outdoor,blazepose,medium,0.0,12,0,12.5
95,263679,000000263679.jpg,outdoor,movenet,medium,0.0,13,17,15.1
96,19109,000000019109.jpg,outdoor,movenet,medium,30.0,10,11,15.1
97,279278,000000279278.jpg,outdoor,blazepose,low,0.0,11,0,12.4
98,38829,000000038829.jpg,outdoor,movenet,high,100.0,15,16,15.9
99,258883,000000258883.jpg,indoor,blazepose,low,0.0,2,0,12.0
100,394275,000000394275.jpg,outdoor,movenet,high,0.0,9,15,15.6
101,567640,000000567640.jpg,outdoor,blazepose,high,100.0,15,17,64.0
102,341973,000000341973.jpg,outdoor,movenet,medium,83.33,6,9,14.8
103,184978,000000184978.jpg,outdoor,blazepose,medium,100.0,16,17,65.4
104,154644,000000154644.jpg,indoor,blazepose,low,100.0,9,17,65.2
105,303863,000000303863.jpg,outdoor,movenet,low,0.0,12,17,15.0
106,289343,000000289343.jpg,outdoor,blazepose,low,0.0,15,0,12.9
107,314264,000000314264.jpg,indoor,movenet,high,100.0,11,14,15.8
108,451714,000000451714.jpg,outdoor,movenet,low,100.0,17,17,15.3
109,232692,000000232692.jpg,outdoor,blazepose,high,0.0,14,17,65.2
110,481390,000000481390.jpg,outdoor,blazepose,low,0.0,17,17,64.9
111,55528,000000055528.jpg,indoor,blazepose,medium,100.0,10,17,64.0
112,169076,000000169076.jpg,indoor,movenet,high,0.0,5,5,14.9
113,234607,000000234607.jpg,indoor,blazepose,low,100.0,16,17,63.6
114,98287,000000098287.jpg,outdoor,movenet,low,0.0,15,0,14.5
115,97337,000000097337.jpg,indoor,blazepose,medium,0.0,8,0,12.6
116,545219,000000545219.jpg,outdoor,blazepose,low,0.0,12,17,65.9
117,465822,000000465822.jpg,indoor,blazepose,high,0.0,7,0,12.1
118,432085,000000432085.jpg,indoor,movenet,medium,80.0,5,6,16.4
119,107094,000000107094.jpg,outdoor,blazepose,high,100.0,16,17,65.9
120,310862,000000310862.jpg,indoor,blazepose,high,100.0,5,17,65.5
121,25603,000000025603.jpg,indoor,movenet,low,88.89,9,9,15.0
122,397133,000000397133.jpg,indoor,movenet,low,92.31,13,16,15.2
123,239857,000000239857.jpg,indoor,blazepose,high,100.0,14,17,64.8
124,398377,000000398377.jpg,indoor,blazepose,low,26.67,15,17,65.0
125,447465,000000447465.jpg,outdoor,blazepose,medium,0.0,16,0,12.7
126,86755,000000086755.jpg,outdoor,movenet,medium,100.0,12,17,16.1
127,378515,000000378515.jpg,outdoor,movenet,high,0.0,14,11,15.2
128,59635,000000059635.jpg,outdoor,movenet,medium,0.0,16,17,15.2
129,367228,000000367228.jpg,outdoor,blazepose,low,0.0,10,0,12.2
130,232684,000000232684.jpg,indoor,blazepose,high,100.0,5,17,65.1
131,343149,000000343149.jpg,indoor,blazepose,low,0.0,15,17,64.6
132,17207,000000017207.jpg,outdoor,blazepose,medium,0.0,7,0,12.4
133,110784,000000110784.jpg,outdoor,blazepose,high,100.0,15,17,64.4
134,118921,000000118921.jpg,outdoor,blazepose,high,100.0,17,17,64.4
135,404839,000000404839.jpg,indoor,movenet,low,90.91,11,13,18.8
136,546717,000000546717.jpg,indoor,movenet,high,91.67,12,13,14.5
137,403584,000000403584.jpg,outdoor,blazepose,low,70.0,10,17,63.7
138,446651,000000446651.jpg,outdoor,movenet,medium,100.0,10,11,14.3
139,284445,000000284445.jpg,outdoor,movenet,high,86.67,15,15,14.7
140,185890,000000185890.jpg,indoor,blazepose,high,70.59,17,17,64.1
141,71938,000000071938.jpg,indoor,blazepose,medium,100.0,4,17,65.1
142,458325,000000458325.jpg,outdoor,blazepose,high,100.0,13,17,64.8
143,314177,000000314177.jpg,indoor,movenet,low,100.0,15,16,14.4
144,214869,000000214869.jpg,indoor,movenet,high,0.0,1,1,16.4
145,213035,000000213035.jpg,indoor,blazepose,medium,0.0,2,0,63.8
146,347174,000000347174.jpg,indoor,movenet,medium,71.43,14,12,14.2
147,414385,000000414385.jpg,outdoor,blazepose,medium,100.0,16,17,64.8
148,559160,000000559160.jpg,outdoor,movenet,high,100.0,12,14,14.6
149,297353,000000297353.jpg,indoor,movenet,high,100.0,14,17,14.4
150,422670,000000422670.jpg,indoor,blazepose,high,100.0,7,17,64.7
151,195842,000000195842.jpg,indoor,blazepose,low,100.0,14,17,65.2
152,439854,000000439854.jpg,outdoor,movenet,medium,0.0,13,12,14.6
153,382111,000000382111.jpg,outdoor,blazepose,low,85.71,14,17,63.9
154,288584,000000288584.jpg,indoor,blazepose,high,100.0,14,17,63.4
155,513283,000000513283.jpg,indoor,blazepose,low,0.0,1,0,12.1
156,222735,000000222735.jpg,indoor,blazepose,medium,60.0,5,17,64.3
157,280930,000000280930.jpg,indoor,movenet,medium,100.0,12,15,15.8
158,340894,000000340894.jpg,indoor,movenet,medium,88.89,9,12,15.1
159,144003,000000144003.jpg,indoor,movenet,high,83.33,12,12,15.6
160,268378,000000268378.jpg,indoor,movenet,high,81.82,11,10,15.2
161,199771,000000199771.jpg,indoor,movenet,medium,45.45,11,7,15.2
162,286553,000000286553.jpg,indoor,movenet,medium,18.18,11,12,15.2
163,319100,000000319100.jpg,indoor,movenet,low,78.57,14,13,14.1
164,69213,000000069213.jpg,outdoor,movenet,high,90.91,11,13,14.4
165,527215,000000527215.jpg,outdoor,movenet,low,100.0,11,15,15.7
166,331604,000000331604.jpg,outdoor,blazepose,low,0.0,13,0,62.8
167,454067,000000454067.jpg,indoor,blazepose,high,100.0,9,17,64.3
168,172649,000000172649.jpg,outdoor,movenet,low,56.25,16,10,15.0
169,230008,000000230008.jpg,outdoor,movenet,medium,100.0,9,15,14.8
170,541773,000000541773.jpg,indoor,movenet,high,100.0,8,11,15.2
171,22371,000000022371.jpg,indoor,blazepose,low,100.0,10,17,64.2
172,140203,000000140203.jpg,outdoor,movenet,low,93.75,16,16,14.1
173,396338,000000396338.jpg,outdoor,blazepose,high,0.0,13,0,12.1
174,189752,000000189752.jpg,indoor,movenet,high,33.33,6,11,14.9
175,154358,000000154358.jpg,indoor,movenet,low,0.0,12,14,16.0
176,280779,000000280779.jpg,outdoor,movenet,low,100.0,16,17,15.5
177,150417,000000150417.jpg,indoor,blazepose,medium,100.0,11,17,65.9
178,301061,000000301061.jpg,outdoor,blazepose,high,100.0,5,17,65.3
179,180487,000000180487.jpg,indoor,movenet,low,100.0,10,13,16.4
180,297084,000000297084.jpg,indoor,blazepose,medium,100.0,8,17,64.4
181,426241,000000426241.jpg,indoor,movenet,low,100.0,7,11,16.4
182,381360,000000381360.jpg,outdoor,movenet,low,85.71,14,15,14.9
183,435208,000000435208.jpg,indoor,blazepose,low,0.0,14,0,12.5
184,457078,000000457078.jpg,indoor,movenet,low,75.0,8,7,16.0
185,263068,000000263068.jpg,outdoor,movenet,low,66.67,15,10,15.0
186,334530,000000334530.jpg,outdoor,movenet,low,100.0,17,17,15.3
187,575081,000000575081.jpg,indoor,movenet,medium,86.67,15,15,15.9
188,516677,000000516677.jpg,outdoor,movenet,medium,0.0,15,16,16.5
189,142324,000000142324.jpg,outdoor,blazepose,low,0.0,12,0,12.0
190,286422,000000286422.jpg,outdoor,movenet,medium,100.0,13,17,14.8
191,110449,000000110449.jpg,indoor,movenet,high,33.33,9,11,15.4
192,215723,000000215723.jpg,outdoor,blazepose,medium,100.0,11,17,65.4
193,537506,000000537506.jpg,outdoor,blazepose,low,0.0,10,0,12.2
194,363666,000000363666.jpg,indoor,blazepose,medium,100.0,11,17,64.2
195,336053,000000336053.jpg,indoor,blazepose,medium,100.0,8,17,63.5
196,534673,000000534673.jpg,outdoor,blazepose,medium,0.0,14,0,12.5
197,201426,000000201426.jpg,indoor,blazepose,medium,0.0,10,17,65.7
198,190307,000000190307.jpg,outdoor,blazepose,high,100.0,14,17,65.3
199,168974,000000168974.jpg,indoor,movenet,low,100.0,15,15,15.0
200,273715,000000273715.jpg,outdoor,blazepose,medium,0.0,15,17,63.3
201,513580,000000513580.jpg,outdoor,blazepose,low,0.0,6,0,63.9
202,455301,000000455301.jpg,indoor,blazepose,low,100.0,10,17,64.0
203,356387,000000356387.jpg,outdoor,blazepose,high,0.0,9,0,12.2
204,147729,000000147729.jpg,indoor,movenet,high,40.0,5,3,14.6
205,80932,000000080932.jpg,indoor,blazepose,high,0.0,11,0,12.2
206,322610,000000322610.jpg,outdoor,blazepose,high,0.0,12,0,12.4
207,180383,000000180383.jpg,indoor,blazepose,low,0.0,6,0,12.2
208,239347,000000239347.jpg,indoor,blazepose,medium,100.0,10,17,63.9
209,11149,000000011149.jpg,outdoor,blazepose,medium,0.0,8,0,12.2
210,556000,000000556000.jpg,indoor,blazepose,high,0.0,15,0,12.4
211,474854,000000474854.jpg,indoor,blazepose,low,100.0,10,17,64.5
212,423123,000000423123.jpg,indoor,blazepose,low,100.0,9,17,65.7
213,173830,000000173830.jpg,outdoor,blazepose,high,100.0,14,17,64.8
214,152120,000000152120.jpg,outdoor,movenet,high,90.91,11,13,14.7
215,292236,000000292236.jpg,outdoor,movenet,low,100.0,13,15,14.2
216,393056,000000393056.jpg,outdoor,movenet,high,100.0,11,17,15.9
217,527427,000000527427.jpg,indoor,blazepose,high,100.0,15,17,65.1
218,180101,000000180101.jpg,indoor,blazepose,medium,100.0,11,17,65.0
219,270883,000000270883.jpg,indoor,blazepose,medium,100.0,16,17,64.3
220,4134,000000004134.jpg,indoor,blazepose,medium,0.0,12,17,65.6
221,203629,000000203629.jpg,indoor,movenet,low,91.67,12,12,15.2
222,193717,000000193717.jpg,outdoor,movenet,medium,100.0,13,16,15.5
223,291551,000000291551.jpg,outdoor,movenet,high,100.0,15,17,15.7
224,90956,000000090956.jpg,outdoor,movenet,medium,100.0,16,17,14.3
225,383838,000000383838.jpg,indoor,movenet,high,10.0,10,8,18.5
226,325483,000000325483.jpg,indoor,movenet,low,85.71,14,13,14.4
227,226154,000000226154.jpg,outdoor,movenet,low,0.0,10,14,14.6
228,140640,000000140640.jpg,indoor,movenet,high,83.33,12,10,14.5
229,251572,000000251572.jpg,indoor,blazepose,high,0.0,4,0,12.3
230,246968,000000246968.jpg,indoor,movenet,low,91.67,12,13,13.8
231,548339,000000548339.jpg,outdoor,movenet,medium,100.0,17,17,14.7
232,33221,000000033221.jpg,outdoor,blazepose,low,0.0,14,17,64.0
233,172946,000000172946.jpg,indoor,movenet,high,100.0,13,14,15.4
234,361919,000000361919.jpg,outdoor,blazepose,low,0.0,14,0,63.8
235,482275,000000482275.jpg,indoor,blazepose,high,100.0,10,17,64.1
236,345397,000000345397.jpg,indoor,movenet,high,100.0,5,9,14.4
237,386912,000000386912.jpg,indoor,blazepose,medium,100.0,11,17,64.7
238,10707,000000010707.jpg,indoor,blazepose,high,100.0,14,17,63.9
239,302882,000000302882.jpg,indoor,blazepose,medium,100.0,6,17,64.2
240,469828,000000469828.jpg,outdoor,movenet,medium,100.0,13,17,15.1
241,15597,000000015597.jpg,outdoor,movenet,high,80.0,15,14,15.1
242,227478,000000227478.jpg,outdoor,blazepose,high,0.0,14,0,12.2
243,563648,000000563648.jpg,outdoor,movenet,low,0.0,15,12,14.8
244,477805,000000477805.jpg,indoor,blazepose,low,0.0,7,0,12.4
245,581317,000000581317.jpg,indoor,blazepose,high,100.0,11,17,65.2
246,3553,000000003553.jpg,outdoor,movenet,low,0.0,2,0,14.7
247,481567,000000481567.jpg,outdoor,blazepose,high,100.0,10,17,63.7
248,472298,000000472298.jpg,outdoor,blazepose,high,100.0,14,17,65.2
249,150638,000000150638.jpg,indoor,movenet,low,0.0,12,5,14.5
250,42628,000000042628.jpg,outdoor,blazepose,high,0.0,16,0,12.5
251,489842,000000489842.jpg,indoor,movenet,medium,0.0,17,16,14.8
252,205289,000000205289.jpg,outdoor,movenet,medium,100.0,11,14,14.4
253,433103,000000433103.jpg,indoor,blazepose,low,100.0,13,17,64.1
254,542423,000000542423.jpg,outdoor,movenet,low,100.0,4,15,15.1
255,86956,000000086956.jpg,indoor,blazepose,medium,0.0,12,0,64.4
256,276285,000000276285.jpg,indoor,blazepose,medium,0.0,3,0,12.3
257,358525,000000358525.jpg,indoor,movenet,high,100.0,10,12,15.6
258,248334,000000248334.jpg,outdoor,movenet,low,100.0,2,12,15.1
259,580294,000000580294.jpg,indoor,blazepose,medium,0.0,3,0,64.1
260,376625,000000376625.jpg,outdoor,blazepose,medium,0.0,14,0,12.1
261,500716,000000500716.jpg,indoor,movenet,low,0.0,3,0,14.0
262,439593,000000439593.jpg,outdoor,movenet,medium,92.31,13,16,15.6
263,102331,000000102331.jpg,outdoor,blazepose,medium,0.0,11,0,12.1
264,53626,000000053626.jpg,outdoor,movenet,high,76.47,17,13,14.8
265,46497,000000046497.jpg,outdoor,blazepose,low,0.0,10,0,12.2
266,528399,000000528399.jpg,indoor,movenet,high,0.0,1,0,15.1
267,449603,000000449603.jpg,outdoor,movenet,high,64.29,14,10,16.1
268,111207,000000111207.jpg,outdoor,blazepose,medium,0.0,13,17,63.6
269,448076,000000448076.jpg,indoor,movenet,high,0.0,16,13,14.3
270,460683,000000460683.jpg,indoor,blazepose,high,0.0,11,17,64.2
271,336209,000000336209.jpg,outdoor,movenet,high,92.86,14,16,14.8
272,329827,000000329827.jpg,outdoor,blazepose,high,100.0,11,17,64.4
273,82696,000000082696.jpg,indoor,blazepose,high,0.0,4,0,12.3
274,280918,000000280918.jpg,indoor,blazepose,high,100.0,13,17,64.6
275,491366,000000491366.jpg,indoor,blazepose,high,100.0,11,17,63.9
276,210032,000000210032.jpg,indoor,blazepose,low,0.0,7,0,12.2
277,233238,000000233238.jpg,indoor,blazepose,medium,81.82,11,17,63.6
278,391290,000000391290.jpg,outdoor,blazepose,low,100.0,15,17,63.3
279,219271,000000219271.jpg,outdoor,movenet,medium,78.57,14,14,14.7
280,367095,000000367095.jpg,indoor,movenet,low,100.0,9,11,15.0
281,507975,000000507975.jpg,outdoor,blazepose,high,0.0,14,0,12.4
282,578489,000000578489.jpg,indoor,movenet,low,0.0,16,17,14.5
283,404249,000000404249.jpg,outdoor,blazepose,high,100.0,16,17,64.7
284,489764,000000489764.jpg,indoor,movenet,medium,85.71,7,10,14.7
285,289960,000000289960.jpg,outdoor,blazepose,medium,0.0,17,0,12.3
286,218439,000000218439.jpg,indoor,movenet,low,84.62,13,13,15.2
287,157046,000000157046.jpg,indoor,movenet,high,0.0,9,0,15.2
288,145620,000000145620.jpg,outdoor,blazepose,high,100.0,12,17,63.5
289,523957,000000523957.jpg,outdoor,movenet,medium,0.0,16,17,15.3
290,571598,000000571598.jpg,indoor,blazepose,high,100.0,8,17,65.4
291,265777,000000265777.jpg,indoor,movenet,high,100.0,8,12,15.1
292,393226,000000393226.jpg,outdoor,blazepose,high,100.0,15,17,65.0
293,13659,000000013659.jpg,indoor,movenet,low,0.0,15,10,14.7
294,259690,000000259690.jpg,outdoor,movenet,medium,0.0,17,16,14.8
295,80340,000000080340.jpg,indoor,movenet,medium,100.0,14,17,15.2
296,190841,000000190841.jpg,outdoor,movenet,high,93.75,16,16,15.4
297,510095,000000510095.jpg,outdoor,movenet,medium,100.0,13,17,14.9
298,369310,000000369310.jpg,indoor,blazepose,medium,100.0,13,17,65.0
299,231879,000000231879.jpg,indoor,movenet,low,100.0,9,13,15.5
300,290163,000000290163.jpg,indoor,movenet,high,100.0,9,13,16.0
301,405249,000000405249.jpg,indoor,movenet,low,0.0,11,8,14.3
302,391722,000000391722.jpg,indoor,movenet,medium,63.64,11,11,14.6
303,7088,000000007088.jpg,outdoor,movenet,low,100.0,17,17,14.8
304,172648,000000172648.jpg,outdoor,blazepose,medium,100.0,11,17,63.9
305,579902,000000579902.jpg,outdoor,movenet,low,60.0,10,13,14.3
306,413552,000000413552.jpg,indoor,blazepose,high,100.0,8,17,64.4
307,389109,000000389109.jpg,indoor,blazepose,high,0.0,7,0,12.7
308,499266,000000499266.jpg,indoor,movenet,high,0.0,8,6,15.4
309,223188,000000223188.jpg,indoor,movenet,high,92.31,13,15,15.2
310,273232,000000273232.jpg,outdoor,blazepose,low,0.0,14,0,12.3
311,326174,000000326174.jpg,outdoor,blazepose,high,0.0,13,17,64.2
312,409542,000000409542.jpg,indoor,movenet,medium,100.0,8,11,15.5
313,326542,000000326542.jpg,outdoor,movenet,high,100.0,17,17,15.5
314,445999,000000445999.jpg,indoor,blazepose,medium,100.0,5,17,70.3
315,188296,000000188296.jpg,outdoor,movenet,medium,81.25,16,14,14.0
316,473406,000000473406.jpg,indoor,blazepose,low,100.0,17,17,64.7
317,12576,000000012576.jpg,indoor,movenet,medium,100.0,4,8,15.1
318,432553,000000432553.jpg,outdoor,movenet,medium,66.67,3,4,14.8
319,529148,000000529148.jpg,indoor,blazepose,high,100.0,11,17,64.9
320,403565,000000403565.jpg,outdoor,blazepose,medium,100.0,14,17,63.7
321,54592,000000054592.jpg,outdoor,movenet,medium,16.67,12,14,14.5
322,85157,000000085157.jpg,indoor,blazepose,medium,100.0,8,17,64.0
323,187144,000000187144.jpg,outdoor,movenet,medium,76.92,13,17,14.2
324,127394,000000127394.jpg,indoor,movenet,medium,100.0,9,13,14.6
325,397303,000000397303.jpg,indoor,blazepose,high,100.0,12,17,64.3
326,156924,000000156924.jpg,indoor,blazepose,medium,100.0,13,17,64.6
327,377635,000000377635.jpg,outdoor,blazepose,medium,100.0,15,17,63.7
328,199551,000000199551.jpg,indoor,blazepose,low,0.0,14,0,63.2
329,341719,000000341719.jpg,outdoor,movenet,low,90.91,11,16,14.8
330,93261,000000093261.jpg,outdoor,blazepose,low,100.0,12,17,63.7
331,238410,000000238410.jpg,indoor,movenet,low,33.33,15,6,15.8
332,417911,000000417911.jpg,outdoor,movenet,high,100.0,10,12,14.9
333,439525,000000439525.jpg,indoor,blazepose,medium,100.0,10,17,65.0
334,507037,000000507037.jpg,outdoor,movenet,low,0.0,16,16,15.9
335,326128,000000326128.jpg,outdoor,blazepose,medium,100.0,15,17,63.6
336,97988,000000097988.jpg,outdoor,movenet,medium,100.0,16,17,14.7
337,317999,000000317999.jpg,indoor,movenet,high,100.0,5,9,15.9
338,86582,000000086582.jpg,indoor,blazepose,medium,0.0,3,17,64.4
339,26465,000000026465.jpg,indoor,movenet,low,100.0,2,6,15.4
340,416104,000000416104.jpg,indoor,blazepose,high,0.0,11,0,63.6
341,309678,000000309678.jpg,indoor,blazepose,medium,100.0,1,17,63.7
342,252701,000000252701.jpg,outdoor,movenet,low,100.0,16,16,15.2
343,361506,000000361506.jpg,outdoor,blazepose,low,0.0,11,0,12.4
344,289741,000000289741.jpg,outdoor,blazepose,high,0.0,9,0,12.5
345,44279,000000044279.jpg,indoor,blazepose,low,40.0,15,17,64.3
346,148999,000000148999.jpg,outdoor,movenet,medium,75.0,12,10,14.9
347,306700,000000306700.jpg,indoor,blazepose,medium,100.0,11,17,65.0
348,323263,000000323263.jpg,indoor,movenet,low,0.0,16,14,15.3
349,60507,000000060507.jpg,indoor,movenet,low,0.0,16,17,16.0
350,105912,000000105912.jpg,outdoor,movenet,medium,100.0,12,17,15.7
351,89697,000000089697.jpg,outdoor,movenet,high,100.0,14,17,15.3
352,36936,000000036936.jpg,indoor,movenet,low,58.33,12,9,14.6
353,579655,000000579655.jpg,indoor,movenet,medium,100.0,7,8,14.9
354,3934,000000003934.jpg,indoor,movenet,medium,100.0,15,16,14.8
355,371699,000000371699.jpg,indoor,movenet,low,0.0,5,0,15.0
356,274066,000000274066.jpg,outdoor,movenet,medium,16.67,12,12,14.0
357,147740,000000147740.jpg,outdoor,movenet,high,92.31,13,15,15.0
358,376112,000000376112.jpg,outdoor,movenet,low,66.67,12,13,16.1
359,556158,000000556158.jpg,outdoor,movenet,low,100.0,17,17,14.8
360,25393,000000025393.jpg,outdoor,movenet,medium,100.0,17,17,15.1
361,387916,000000387916.jpg,outdoor,movenet,low,0.0,12,14,15.5
362,371529,000000371529.jpg,indoor,blazepose,low,0.0,13,0,12.6
363,314709,000000314709.jpg,outdoor,movenet,low,100.0,15,17,14.4
364,84241,000000084241.jpg,indoor,movenet,medium,41.67,12,12,15.0
365,347265,000000347265.jpg,outdoor,blazepose,medium,100.0,16,17,64.4
366,470779,000000470779.jpg,outdoor,movenet,medium,43.75,16,14,14.4
367,32570,000000032570.jpg,outdoor,blazepose,medium,0.0,15,0,12.1
368,496854,000000496854.jpg,outdoor,blazepose,medium,100.0,14,17,64.7
369,99054,000000099054.jpg,outdoor,movenet,high,0.0,11,10,15.0
370,504415,000000504415.jpg,outdoor,movenet,medium,92.31,13,16,14.2
371,492758,000000492758.jpg,indoor,blazepose,low,0.0,16,0,12.0
372,136715,000000136715.jpg,outdoor,blazepose,high,0.0,12,0,12.4
373,532690,000000532690.jpg,indoor,blazepose,low,100.0,12,17,64.8
