orden_corrida,image_id,file_name,block,algorithm,resolution,pck,kp_vis,kp_det,tiempo_ms
479,177213,000000177213.jpg,indoor,blazepose,high,0.0,2,0,10.1
480,91500,000000091500.jpg,indoor,movenet,high,86.67,15,13,21.1
481,244750,000000244750.jpg,indoor,blazepose,medium,0.0,7,0,9.7
482,224807,000000224807.jpg,indoor,blazepose,medium,0.0,11,0,9.5
483,185472,000000185472.jpg,outdoor,movenet,low,100.0,13,17,23.8
484,374052,000000374052.jpg,outdoor,movenet,low,0.0,13,13,23.2
485,250901,000000250901.jpg,indoor,blazepose,medium,0.0,4,0,10.0
486,554595,000000554595.jpg,outdoor,blazepose,high,100.0,13,17,70.8
487,364126,000000364126.jpg,outdoor,movenet,low,100.0,15,17,21.3
488,334399,000000334399.jpg,indoor,movenet,high,31.25,16,14,23.1
489,312192,000000312192.jpg,indoor,movenet,medium,0.0,1,1,21.3
490,199442,000000199442.jpg,outdoor,blazepose,high,100.0,15,17,72.9
491,425226,000000425226.jpg,indoor,movenet,high,100.0,9,14,23.6
492,289417,000000289417.jpg,outdoor,blazepose,low,100.0,17,17,72.3
493,307172,000000307172.jpg,indoor,blazepose,high,0.0,2,0,9.8
494,145665,000000145665.jpg,outdoor,blazepose,high,100.0,16,17,71.1
495,210789,000000210789.jpg,outdoor,movenet,low,93.75,16,17,18.8
496,495732,000000495732.jpg,indoor,blazepose,medium,87.5,16,17,75.3
497,432898,000000432898.jpg,outdoor,movenet,high,100.0,14,16,19.2
498,484351,000000484351.jpg,indoor,movenet,low,0.0,15,11,18.2
499,520910,000000520910.jpg,indoor,movenet,low,100.0,15,17,17.9
500,16228,000000016228.jpg,outdoor,movenet,low,0.0,12,0,18.3
501,563349,000000563349.jpg,outdoor,blazepose,high,100.0,12,17,70.6
502,326970,000000326970.jpg,indoor,movenet,medium,100.0,15,16,20.5
503,473219,000000473219.jpg,indoor,movenet,medium,80.0,10,11,24.5
504,484415,000000484415.jpg,indoor,movenet,high,0.0,1,0,23.4
505,394940,000000394940.jpg,indoor,blazepose,medium,100.0,8,17,71.3
506,193348,000000193348.jpg,indoor,blazepose,high,100.0,6,17,71.1
507,303713,000000303713.jpg,indoor,blazepose,low,0.0,16,17,73.3
508,114884,000000114884.jpg,outdoor,blazepose,low,0.0,11,0,11.0
509,156643,000000156643.jpg,indoor,blazepose,medium,100.0,11,17,71.0
510,577932,000000577932.jpg,outdoor,movenet,medium,0.0,16,8,20.8
511,478420,000000478420.jpg,indoor,movenet,low,6.25,16,13,21.0
512,527616,000000527616.jpg,indoor,movenet,low,87.5,8,13,21.4
513,93437,000000093437.jpg,indoor,movenet,medium,100.0,10,13,21.1
514,471893,000000471893.jpg,indoor,movenet,medium,100.0,14,15,18.4
515,373353,000000373353.jpg,outdoor,blazepose,low,0.0,13,0,74.6
516,18491,000000018491.jpg,outdoor,blazepose,medium,0.0,16,0,71.6
517,515579,000000515579.jpg,outdoor,blazepose,low,100.0,16,17,70.9
518,197870,000000197870.jpg,outdoor,movenet,medium,85.71,14,12,18.4
519,31296,000000031296.jpg,indoor,blazepose,low,100.0,15,17,74.9
520,47112,000000047112.jpg,indoor,movenet,medium,0.0,0,3,21.4
521,217872,000000217872.jpg,outdoor,blazepose,medium,100.0,16,17,71.8
522,400161,000000400161.jpg,indoor,blazepose,medium,0.0,2,0,9.2
523,125472,000000125472.jpg,outdoor,movenet,low,100.0,15,17,18.4
524,451144,000000451144.jpg,outdoor,blazepose,high,100.0,13,17,73.1
525,229659,000000229659.jpg,indoor,blazepose,medium,0.0,7,0,73.0
526,99810,000000099810.jpg,indoor,blazepose,high,100.0,10,17,70.1
527,566923,000000566923.jpg,outdoor,movenet,medium,63.64,11,9,20.1
528,97278,000000097278.jpg,outdoor,movenet,medium,100.0,16,17,20.7
529,117425,000000117425.jpg,indoor,movenet,high,100.0,11,13,21.1
530,366884,000000366884.jpg,indoor,blazepose,low,0.0,11,0,9.6
531,284698,000000284698.jpg,outdoor,movenet,medium,88.89,9,11,24.0
532,18380,000000018380.jpg,indoor,movenet,high,81.82,11,9,24.0
533,518770,000000518770.jpg,indoor,blazepose,high,100.0,15,17,70.9
534,327592,000000327592.jpg,indoor,blazepose,high,100.0,9,17,71.7
535,411938,000000411938.jpg,outdoor,movenet,low,64.29,14,11,21.5
536,201418,000000201418.jpg,indoor,movenet,low,0.0,12,11,18.0
537,59598,000000059598.jpg,indoor,blazepose,high,0.0,10,0,9.4
538,256192,000000256192.jpg,outdoor,blazepose,medium,0.0,13,0,12.5
539,546475,000000546475.jpg,indoor,movenet,high,70.0,10,13,25.6
540,407650,000000407650.jpg,outdoor,movenet,medium,92.31,13,17,20.6
541,332570,000000332570.jpg,indoor,blazepose,high,0.0,1,0,9.6
542,521509,000000521509.jpg,indoor,blazepose,high,100.0,13,17,71.8
543,553776,000000553776.jpg,outdoor,blazepose,high,0.0,9,0,70.7
544,324258,000000324258.jpg,indoor,blazepose,medium,63.64,11,17,75.0
545,57597,000000057597.jpg,outdoor,blazepose,low,26.67,15,17,71.7
546,336356,000000336356.jpg,indoor,blazepose,medium,100.0,9,17,70.9
547,507473,000000507473.jpg,indoor,blazepose,low,100.0,11,17,73.5
548,17905,000000017905.jpg,outdoor,movenet,high,100.0,17,17,22.7
549,530975,000000530975.jpg,indoor,movenet,medium,100.0,15,17,18.2
550,122217,000000122217.jpg,outdoor,blazepose,medium,0.0,14,0,9.5
551,451155,000000451155.jpg,indoor,movenet,low,42.86,7,8,18.7
552,171757,000000171757.jpg,indoor,blazepose,medium,0.0,10,0,9.3
553,332845,000000332845.jpg,indoor,movenet,low,40.0,5,4,17.5
554,130586,000000130586.jpg,outdoor,movenet,low,100.0,16,16,17.6
555,303893,000000303893.jpg,outdoor,blazepose,high,100.0,17,17,72.3
556,114049,000000114049.jpg,indoor,blazepose,low,0.0,7,0,9.8
557,133567,000000133567.jpg,outdoor,movenet,medium,100.0,10,11,24.2
558,578792,000000578792.jpg,outdoor,movenet,high,77.78,9,10,22.1
559,563281,000000563281.jpg,indoor,movenet,low,91.67,12,15,18.9
560,450399,000000450399.jpg,indoor,blazepose,low,0.0,9,0,9.3
561,484978,000000484978.jpg,indoor,movenet,low,100.0,11,13,18.2
562,143556,000000143556.jpg,outdoor,blazepose,high,100.0,10,17,71.4
563,383337,000000383337.jpg,indoor,blazepose,medium,0.0,1,17,73.2
564,277020,000000277020.jpg,indoor,blazepose,low,100.0,8,17,73.9
565,581357,000000581357.jpg,outdoor,movenet,high,100.0,16,17,21.4
566,227898,000000227898.jpg,outdoor,blazepose,medium,0.0,13,0,71.3
567,466602,000000466602.jpg,outdoor,movenet,high,53.33,15,9,18.8
568,449661,000000449661.jpg,indoor,blazepose,low,0.0,11,0,9.4
569,517056,000000517056.jpg,indoor,movenet,high,100.0,12,14,53.9
570,33104,000000033104.jpg,outdoor,blazepose,low,100.0,16,17,73.2
571,11197,000000011197.jpg,outdoor,blazepose,medium,100.0,13,17,71.2
572,508101,000000508101.jpg,outdoor,blazepose,low,0.0,13,0,9.3
573,36539,000000036539.jpg,outdoor,blazepose,medium,100.0,17,17,72.5
574,569030,000000569030.jpg,outdoor,blazepose,high,0.0,5,17,72.6
575,1353,000000001353.jpg,outdoor,blazepose,medium,16.67,6,17,70.3
576,282298,000000282298.jpg,indoor,blazepose,low,0.0,15,0,9.6
577,176901,000000176901.jpg,outdoor,blazepose,high,0.0,12,17,72.4
578,558213,000000558213.jpg,outdoor,movenet,medium,0.0,17,17,23.3
579,551439,000000551439.jpg,indoor,movenet,medium,84.62,13,12,21.5
580,411754,000000411754.jpg,indoor,blazepose,low,0.0,12,17,70.9
581,290248,000000290248.jpg,outdoor,movenet,high,0.0,16,17,21.2
582,445602,000000445602.jpg,outdoor,blazepose,high,100.0,15,17,71.7
583,324614,000000324614.jpg,indoor,movenet,high,87.5,8,7,19.2
584,198489,000000198489.jpg,outdoor,movenet,medium,100.0,15,16,25.3
585,527750,000000527750.jpg,indoor,blazepose,low,100.0,16,17,72.4
586,82688,000000082688.jpg,indoor,movenet,low,83.33,12,10,22.0
587,292446,000000292446.jpg,indoor,blazepose,medium,0.0,9,17,71.4
588,248284,000000248284.jpg,outdoor,movenet,low,100.0,15,16,19.0
589,270677,000000270677.jpg,outdoor,movenet,medium,100.0,13,14,18.4
590,207844,000000207844.jpg,indoor,blazepose,low,0.0,10,0,12.2
591,19786,000000019786.jpg,indoor,movenet,low,83.33,6,9,24.5
592,7816,000000007816.jpg,outdoor,movenet,medium,83.33,12,13,22.3
593,229111,000000229111.jpg,indoor,blazepose,medium,100.0,8,17,71.9
594,393569,000000393569.jpg,indoor,movenet,low,22.22,9,6,20.0
595,356248,000000356248.jpg,indoor,movenet,high,0.0,9,12,18.4
596,214703,000000214703.jpg,outdoor,blazepose,medium,0.0,12,0,72.3
597,83540,000000083540.jpg,outdoor,blazepose,medium,0.0,16,0,10.4
598,168883,000000168883.jpg,indoor,blazepose,low,100.0,11,17,72.1
599,374083,000000374083.jpg,indoor,blazepose,low,100.0,10,17,70.0
600,343706,000000343706.jpg,indoor,blazepose,medium,100.0,1,17,71.9
601,459954,000000459954.jpg,indoor,blazepose,medium,100.0,6,17,75.7
602,253819,000000253819.jpg,outdoor,blazepose,medium,84.62,13,17,70.6
603,520707,000000520707.jpg,indoor,movenet,high,76.92,13,11,20.9
604,132796,000000132796.jpg,outdoor,blazepose,medium,0.0,15,17,71.4
605,425702,000000425702.jpg,outdoor,movenet,low,63.64,11,9,25.6
606,138979,000000138979.jpg,outdoor,blazepose,low,0.0,15,0,72.4
607,530061,000000530061.jpg,indoor,movenet,medium,75.0,8,7,21.1
608,392722,000000392722.jpg,outdoor,blazepose,medium,100.0,14,17,71.1
609,308328,000000308328.jpg,outdoor,movenet,high,100.0,15,17,19.3
610,15956,000000015956.jpg,indoor,movenet,high,100.0,13,16,17.6
611,546964,000000546964.jpg,indoor,movenet,low,0.0,14,11,26.4
612,290843,000000290843.jpg,indoor,movenet,medium,0.0,1,0,22.6
613,394206,000000394206.jpg,outdoor,blazepose,high,100.0,16,17,72.4
614,32901,000000032901.jpg,indoor,blazepose,low,100.0,11,17,71.1
615,441247,000000441247.jpg,indoor,movenet,high,100.0,11,17,17.9
616,445792,000000445792.jpg,indoor,blazepose,low,93.33,15,17,74.7
617,575187,000000575187.jpg,indoor,movenet,low,87.5,8,11,18.8
618,179898,000000179898.jpg,indoor,blazepose,medium,0.0,12,17,70.2
619,57672,000000057672.jpg,outdoor,movenet,low,100.0,12,17,18.7
620,190637,000000190637.jpg,indoor,blazepose,low,100.0,5,17,71.8
621,475387,000000475387.jpg,outdoor,blazepose,high,0.0,17,0,75.5
622,575243,000000575243.jpg,outdoor,movenet,medium,100.0,6,13,18.8
623,229358,000000229358.jpg,indoor,blazepose,medium,100.0,5,17,71.0
624,500270,000000500270.jpg,outdoor,movenet,low,66.67,12,14,21.0
625,490171,000000490171.jpg,outdoor,movenet,high,83.33,6,13,21.4
626,571718,000000571718.jpg,indoor,blazepose,medium,0.0,9,0,9.4
627,378116,000000378116.jpg,outdoor,movenet,medium,100.0,15,17,18.6
628,42528,000000042528.jpg,indoor,movenet,high,0.0,3,1,24.4
629,465129,000000465129.jpg,indoor,movenet,medium,92.86,14,13,22.1
630,109992,000000109992.jpg,outdoor,blazepose,low,100.0,15,17,72.0
631,458109,000000458109.jpg,outdoor,blazepose,low,0.0,2,0,10.2
632,255749,000000255749.jpg,outdoor,blazepose,medium,0.0,16,0,10.1
633,33759,000000033759.jpg,outdoor,movenet,medium,94.12,17,16,21.6
634,3156,000000003156.jpg,indoor,movenet,medium,93.33,15,15,18.6
635,129492,000000129492.jpg,indoor,movenet,high,69.23,13,12,19.3
636,203389,000000203389.jpg,outdoor,blazepose,low,58.33,12,17,76.3
637,49060,000000049060.jpg,outdoor,movenet,medium,0.0,17,0,21.5
638,6763,000000006763.jpg,indoor,movenet,medium,100.0,8,13,21.1
639,342397,000000342397.jpg,outdoor,blazepose,medium,100.0,15,17,70.8
640,511599,000000511599.jpg,outdoor,movenet,low,0.0,13,17,20.9
641,384136,000000384136.jpg,indoor,movenet,low,90.0,10,12,19.0
642,61747,000000061747.jpg,outdoor,blazepose,high,100.0,15,17,74.9
643,474167,000000474167.jpg,indoor,movenet,low,66.67,3,7,19.0
644,192964,000000192964.jpg,outdoor,movenet,low,60.0,15,10,18.1
645,340451,000000340451.jpg,outdoor,blazepose,medium,100.0,16,17,70.2
646,36494,000000036494.jpg,indoor,blazepose,medium,0.0,10,0,9.3
647,170191,000000170191.jpg,indoor,blazepose,medium,100.0,17,17,72.6
648,67213,000000067213.jpg,outdoor,movenet,medium,87.5,8,7,23.3
649,391140,000000391140.jpg,indoor,blazepose,low,100.0,12,17,71.3
650,566282,000000566282.jpg,outdoor,blazepose,medium,0.0,15,17,71.1
651,62808,000000062808.jpg,indoor,blazepose,medium,0.0,9,17,72.1
652,478862,000000478862.jpg,outdoor,blazepose,medium,0.0,16,0,10.4
653,37689,000000037689.jpg,outdoor,blazepose,medium,0.0,8,0,10.5
654,51610,000000051610.jpg,indoor,movenet,medium,73.33,15,12,22.0
655,44590,000000044590.jpg,outdoor,movenet,medium,88.89,9,13,19.0
656,59044,000000059044.jpg,indoor,movenet,low,53.85,13,10,20.2
657,309964,000000309964.jpg,outdoor,movenet,medium,0.0,17,17,21.3
658,419408,000000419408.jpg,outdoor,movenet,high,0.0,15,14,21.1
659,60932,000000060932.jpg,indoor,blazepose,medium,0.0,17,17,71.0
660,91406,000000091406.jpg,indoor,movenet,medium,92.31,13,13,18.8
661,311303,000000311303.jpg,indoor,movenet,low,0.0,1,0,25.9
662,139077,000000139077.jpg,indoor,movenet,high,100.0,11,15,22.7
663,368294,000000368294.jpg,indoor,movenet,high,90.0,10,11,21.9
664,513041,000000513041.jpg,indoor,movenet,high,50.0,2,12,20.9
665,25560,000000025560.jpg,indoor,blazepose,low,0.0,5,0,9.8
666,163117,000000163117.jpg,outdoor,blazepose,high,0.0,14,17,71.3
667,40757,000000040757.jpg,indoor,movenet,high,88.89,9,10,18.9
668,48396,000000048396.jpg,indoor,blazepose,low,33.33,12,17,74.3
669,65350,000000065350.jpg,outdoor,movenet,low,20.0,15,7,22.3
670,108495,000000108495.jpg,outdoor,blazepose,high,100.0,12,17,70.3
671,485844,000000485844.jpg,indoor,movenet,low,78.57,14,12,18.8
672,48504,000000048504.jpg,outdoor,blazepose,high,0.0,10,0,9.4
673,381587,000000381587.jpg,indoor,blazepose,medium,0.0,2,0,9.3
674,455085,000000455085.jpg,outdoor,blazepose,medium,0.0,4,0,9.3
675,47740,000000047740.jpg,outdoor,blazepose,medium,0.0,11,0,73.6
676,325838,000000325838.jpg,indoor,movenet,medium,100.0,12,14,24.1
677,365521,000000365521.jpg,outdoor,movenet,high,6.25,16,16,20.1
678,102411,000000102411.jpg,outdoor,movenet,high,0.0,15,9,18.7
679,175251,000000175251.jpg,indoor,movenet,high,100.0,8,9,17.6
680,535858,000000535858.jpg,outdoor,blazepose,low,0.0,14,0,9.4
681,365886,000000365886.jpg,indoor,blazepose,medium,100.0,5,17,71.7
682,561256,000000561256.jpg,indoor,movenet,medium,100.0,13,13,21.3
683,544444,000000544444.jpg,outdoor,movenet,low,93.75,16,16,19.2
684,210915,000000210915.jpg,outdoor,blazepose,medium,100.0,15,17,75.3
685,439773,000000439773.jpg,indoor,blazepose,low,100.0,17,17,73.5
686,480985,000000480985.jpg,outdoor,movenet,medium,88.89,9,15,21.4
687,273711,000000273711.jpg,indoor,movenet,high,100.0,3,3,19.0
688,140987,000000140987.jpg,indoor,movenet,medium,100.0,6,9,17.9
689,27186,000000027186.jpg,indoor,blazepose,low,100.0,13,17,75.6
690,441286,000000441286.jpg,outdoor,blazepose,low,100.0,14,17,72.4
691,401862,000000401862.jpg,outdoor,movenet,high,91.67,12,15,21.1
692,283785,000000283785.jpg,indoor,movenet,high,0.0,15,13,18.6
693,483999,000000483999.jpg,indoor,movenet,medium,77.78,9,9,17.4
694,374369,000000374369.jpg,outdoor,blazepose,high,100.0,14,17,72.5
695,510329,000000510329.jpg,indoor,blazepose,high,90.0,10,17,72.9
696,284764,000000284764.jpg,indoor,movenet,high,87.5,8,8,19.3
697,94944,000000094944.jpg,outdoor,movenet,low,93.33,15,16,18.4
698,302452,000000302452.jpg,indoor,movenet,low,0.0,8,9,18.6
699,498032,000000498032.jpg,indoor,movenet,low,87.5,8,8,17.9
700,411817,000000411817.jpg,indoor,blazepose,medium,0.0,9,17,71.6
701,44195,000000044195.jpg,outdoor,movenet,high,100.0,13,15,25.9
702,569972,000000569972.jpg,outdoor,movenet,high,100.0,14,17,22.8
703,27972,000000027972.jpg,outdoor,blazepose,low,100.0,13,17,70.4
704,362520,000000362520.jpg,outdoor,blazepose,low,0.0,10,0,9.9
705,227399,000000227399.jpg,outdoor,movenet,low,6.67,15,16,21.4
706,174371,000000174371.jpg,indoor,movenet,high,90.91,11,12,20.7
707,389532,000000389532.jpg,outdoor,movenet,low,100.0,10,17,21.3
708,147415,000000147415.jpg,indoor,movenet,medium,83.33,6,11,20.7
709,255483,000000255483.jpg,indoor,blazepose,low,0.0,3,0,9.2
710,266981,000000266981.jpg,outdoor,movenet,medium,12.5,16,14,25.7
711,400044,000000400044.jpg,outdoor,blazepose,high,100.0,15,17,72.5
712,493864,000000493864.jpg,outdoor,movenet,low,100.0,15,17,21.3
713,108253,000000108253.jpg,indoor,movenet,high,100.0,3,6,21.2
714,572462,000000572462.jpg,outdoor,movenet,high,100.0,11,13,21.7
715,164885,000000164885.jpg,outdoor,movenet,medium,100.0,16,17,47.0
716,563882,000000563882.jpg,indoor,blazepose,low,0.0,5,0,9.6
717,511076,000000511076.jpg,outdoor,movenet,medium,100.0,11,17,23.5
718,474021,000000474021.jpg,indoor,blazepose,low,100.0,12,17,73.9
719,569273,000000569273.jpg,outdoor,movenet,medium,0.0,11,14,21.5
720,82812,000000082812.jpg,outdoor,blazepose,low,0.0,14,0,9.4
721,24243,000000024243.jpg,indoor,blazepose,low,100.0,17,17,70.5
722,286523,000000286523.jpg,indoor,blazepose,low,100.0,6,17,74.4
723,206411,000000206411.jpg,indoor,movenet,medium,0.0,1,0,22.2
724,450686,000000450686.jpg,indoor,movenet,medium,0.0,1,0,18.4
725,203294,000000203294.jpg,outdoor,movenet,low,0.0,15,17,18.5
726,113720,000000113720.jpg,indoor,movenet,high,100.0,9,12,18.4
727,327601,000000327601.jpg,indoor,movenet,high,94.12,17,16,18.4
728,187362,000000187362.jpg,outdoor,movenet,low,90.0,10,13,17.9
729,177489,000000177489.jpg,indoor,blazepose,high,100.0,14,17,71.5
730,441543,000000441543.jpg,indoor,movenet,high,83.33,6,9,23.7
731,61960,000000061960.jpg,indoor,blazepose,high,100.0,11,17,73.6
732,393115,000000393115.jpg,outdoor,blazepose,high,0.0,2,0,9.4
733,233727,000000233727.jpg,outdoor,movenet,high,93.75,16,16,18.6
734,9400,000000009400.jpg,indoor,blazepose,low,0.0,9,0,9.6
735,343218,000000343218.jpg,outdoor,movenet,medium,100.0,15,16,21.2
736,425361,000000425361.jpg,indoor,blazepose,high,100.0,9,17,71.7
737,302536,000000302536.jpg,indoor,movenet,high,100.0,12,14,22.1
738,142620,000000142620.jpg,indoor,blazepose,medium,100.0,13,17,73.7
739,85682,000000085682.jpg,outdoor,movenet,high,41.67,12,16,21.6
740,74733,000000074733.jpg,indoor,movenet,low,0.0,2,1,21.2
741,346968,000000346968.jpg,indoor,blazepose,high,100.0,7,17,71.3
742,311394,000000311394.jpg,indoor,movenet,medium,100.0,10,13,18.9
743,524456,000000524456.jpg,indoor,movenet,high,33.33,3,2,19.5
744,350122,000000350122.jpg,outdoor,blazepose,low,0.0,12,0,74.2
745,376365,000000376365.jpg,indoor,movenet,medium,66.67,9,8,21.0
746,136334,000000136334.jpg,outdoor,movenet,medium,100.0,12,17,21.2
747,511647,000000511647.jpg,outdoor,movenet,medium,0.0,1,4,20.8
748,534270,000000534270.jpg,outdoor,movenet,low,83.33,12,15,18.7
749,82715,000000082715.jpg,outdoor,blazepose,low,0.0,16,0,70.7
750,69224,000000069224.jpg,indoor,movenet,high,72.73,11,9,26.4
751,78748,000000078748.jpg,outdoor,movenet,medium,0.0,9,5,22.4
752,146457,000000146457.jpg,indoor,blazepose,high,100.0,13,17,70.2
753,571857,000000571857.jpg,outdoor,movenet,low,0.0,17,17,19.1
754,500565,000000500565.jpg,indoor,movenet,medium,87.5,8,9,17.0
755,51314,000000051314.jpg,outdoor,blazepose,low,100.0,14,17,71.8
756,9483,000000009483.jpg,indoor,blazepose,medium,100.0,16,17,75.5
757,399462,000000399462.jpg,outdoor,movenet,high,100.0,17,17,19.2
758,243989,000000243989.jpg,outdoor,movenet,high,91.67,12,12,18.8
759,200961,000000200961.jpg,outdoor,movenet,high,58.33,12,14,18.3
760,58350,000000058350.jpg,indoor,movenet,medium,62.5,8,12,20.9
761,25228,000000025228.jpg,outdoor,blazepose,medium,100.0,13,17,71.8
762,54605,000000054605.jpg,indoor,blazepose,high,0.0,5,0,75.2
763,378673,000000378673.jpg,outdoor,blazepose,low,0.0,12,0,9.6
764,552775,000000552775.jpg,indoor,movenet,low,100.0,3,6,20.5
765,204186,000000204186.jpg,outdoor,blazepose,medium,0.0,14,0,9.8
766,306136,000000306136.jpg,outdoor,movenet,medium,100.0,7,16,20.9
767,296224,000000296224.jpg,outdoor,movenet,low,0.0,4,6,21.0
768,300341,000000300341.jpg,indoor,movenet,low,0.0,13,13,21.1
769,426268,000000426268.jpg,outdoor,blazepose,low,0.0,9,0,9.2
770,213033,000000213033.jpg,outdoor,blazepose,medium,100.0,13,17,73.2
771,455937,000000455937.jpg,indoor,movenet,high,100.0,16,16,22.4
772,380706,000000380706.jpg,outdoor,movenet,low,86.67,15,15,21.7
773,523100,000000523100.jpg,indoor,blazepose,low,0.0,2,0,9.6
774,368752,000000368752.jpg,indoor,blazepose,low,100.0,5,17,72.4
775,529122,000000529122.jpg,indoor,blazepose,high,100.0,10,17,70.8
776,228214,000000228214.jpg,indoor,blazepose,low,0.0,12,0,9.3
777,508312,000000508312.jpg,indoor,movenet,low,0.0,6,0,25.5
778,166918,000000166918.jpg,indoor,blazepose,low,0.0,9,17,71.6
779,382125,000000382125.jpg,indoor,movenet,low,88.89,9,11,19.2
780,329614,000000329614.jpg,outdoor,blazepose,high,0.0,8,0,9.3
781,338219,000000338219.jpg,outdoor,blazepose,medium,100.0,10,17,71.8
782,74200,000000074200.jpg,outdoor,blazepose,low,0.0,0,0,9.9
783,370813,000000370813.jpg,outdoor,movenet,medium,0.0,2,0,22.1
784,258388,000000258388.jpg,outdoor,movenet,low,86.67,15,15,26.3
785,516173,000000516173.jpg,outdoor,blazepose,low,100.0,13,17,71.7
786,171190,000000171190.jpg,indoor,blazepose,medium,0.0,16,0,70.9
787,157767,000000157767.jpg,indoor,blazepose,high,0.0,14,0,10.2
788,482735,000000482735.jpg,outdoor,blazepose,low,0.0,16,0,9.6
789,520264,000000520264.jpg,indoor,movenet,low,100.0,11,14,21.6
790,281032,000000281032.jpg,indoor,movenet,high,88.89,9,11,18.1
791,424521,000000424521.jpg,outdoor,blazepose,medium,100.0,13,17,75.6
792,574315,000000574315.jpg,indoor,blazepose,low,0.0,2,0,9.7
793,73533,000000073533.jpg,indoor,blazepose,high,90.91,11,17,71.7
794,35279,000000035279.jpg,indoor,movenet,high,0.0,4,3,21.1
795,407868,000000407868.jpg,outdoor,movenet,low,0.0,15,16,18.7
796,445834,000000445834.jpg,outdoor,movenet,low,92.86,14,14,18.4
797,98716,000000098716.jpg,outdoor,blazepose,low,0.0,7,0,9.3
798,179112,000000179112.jpg,indoor,blazepose,medium,100.0,8,17,75.7
799,72852,000000072852.jpg,outdoor,blazepose,low,0.0,13,0,9.8
800,369442,000000369442.jpg,outdoor,movenet,high,0.0,16,17,21.7
801,349860,000000349860.jpg,outdoor,movenet,high,92.86,14,15,21.4
802,67310,000000067310.jpg,outdoor,movenet,low,100.0,15,17,20.2
803,568195,000000568195.jpg,indoor,blazepose,low,100.0,10,17,70.8
804,146831,000000146831.jpg,outdoor,movenet,low,91.67,12,16,22.8
805,514508,000000514508.jpg,indoor,blazepose,low,0.0,11,17,74.3
806,464144,000000464144.jpg,outdoor,blazepose,high,100.0,15,17,70.4
807,468501,000000468501.jpg,indoor,movenet,medium,0.0,16,14,18.9
808,237118,000000237118.jpg,indoor,blazepose,low,100.0,13,17,73.5
809,311180,000000311180.jpg,indoor,blazepose,low,0.0,1,0,10.3
810,553788,000000553788.jpg,indoor,blazepose,high,100.0,10,17,72.2
811,80153,000000080153.jpg,outdoor,blazepose,medium,100.0,12,17,71.0
812,1584,000000001584.jpg,outdoor,blazepose,medium,0.0,5,0,9.9
813,462904,000000462904.jpg,indoor,blazepose,high,0.0,3,0,9.7
814,329219,000000329219.jpg,indoor,blazepose,high,100.0,12,17,74.0
815,5193,000000005193.jpg,outdoor,blazepose,low,77.78,9,17,72.2
816,151820,000000151820.jpg,indoor,movenet,medium,33.33,9,10,21.2
817,415882,000000415882.jpg,indoor,movenet,high,88.89,9,11,21.2
818,294695,000000294695.jpg,outdoor,blazepose,medium,0.0,15,0,9.7
819,450559,000000450559.jpg,outdoor,blazepose,high,100.0,15,17,71.8
820,375278,000000375278.jpg,indoor,movenet,high,0.0,0,1,22.5
821,29397,000000029397.jpg,outdoor,movenet,high,0.0,2,0,23.6
822,199055,000000199055.jpg,outdoor,movenet,low,100.0,16,17,22.5
823,93717,000000093717.jpg,outdoor,blazepose,medium,100.0,16,17,72.1
824,479248,000000479248.jpg,indoor,movenet,medium,0.0,8,17,19.9
825,281759,000000281759.jpg,outdoor,movenet,medium,100.0,16,17,18.3
826,89648,000000089648.jpg,indoor,movenet,low,86.67,15,14,17.6
827,397351,000000397351.jpg,outdoor,movenet,medium,90.91,11,12,18.7
828,450303,000000450303.jpg,indoor,blazepose,low,12.5,8,17,74.8
829,69356,000000069356.jpg,outdoor,blazepose,low,0.0,16,17,70.0
830,489611,000000489611.jpg,indoor,blazepose,low,100.0,10,17,70.7
831,12280,000000012280.jpg,indoor,blazepose,high,0.0,13,0,9.8
832,497344,000000497344.jpg,indoor,movenet,low,85.71,7,7,20.6
833,159399,000000159399.jpg,outdoor,movenet,medium,100.0,11,17,23.4
834,198510,000000198510.jpg,outdoor,movenet,medium,100.0,8,8,23.3
835,322724,000000322724.jpg,outdoor,blazepose,medium,100.0,14,17,71.1
836,378284,000000378284.jpg,indoor,blazepose,medium,0.0,4,0,9.2
837,309655,000000309655.jpg,outdoor,movenet,high,100.0,13,17,21.4
838,202001,000000202001.jpg,indoor,movenet,low,100.0,8,10,21.4
839,381971,000000381971.jpg,outdoor,blazepose,medium,0.0,8,17,71.4
840,123213,000000123213.jpg,outdoor,blazepose,high,100.0,16,17,74.1
841,21839,000000021839.jpg,outdoor,movenet,medium,100.0,17,17,21.4
842,329455,000000329455.jpg,indoor,blazepose,high,0.0,4,0,9.4
843,125129,000000125129.jpg,indoor,blazepose,high,100.0,16,17,73.3
844,222458,000000222458.jpg,outdoor,movenet,high,0.0,14,17,18.5
845,257169,000000257169.jpg,indoor,blazepose,high,100.0,1,17,75.5
846,240250,000000240250.jpg,indoor,movenet,high,100.0,11,13,22.7
847,424135,000000424135.jpg,indoor,movenet,high,0.0,14,7,20.9
848,480936,000000480936.jpg,indoor,movenet,medium,100.0,17,17,20.8
849,50811,000000050811.jpg,indoor,blazepose,high,100.0,11,17,71.7
850,515577,000000515577.jpg,outdoor,movenet,low,93.33,15,16,19.3
851,109313,000000109313.jpg,indoor,movenet,low,100.0,14,16,18.1
852,437205,000000437205.jpg,indoor,movenet,high,88.89,9,9,17.9
